	text	prediction
3783	@USER @USER @USER I'm confused	0
3784	\ud83d\ude21\ud83d\udd2a	0
3785	I think I'm dying	0
3786	This fucking sucks	1
3787	Like seriously... #why	0
3788	One bad thing about sharing a room with someone, Chase goes to bed at 5 o'clock every night and I'm stuck with nothin to do\ud83d\ude36	0
3789	Not sure how anyone can like #Conan show is absolutely terrible and he's annoying as hell.	1
3790	I'm awake and I hate it	0
3791	Toy loco pol conseguiite un trabajito \@FlosterAntoniiO: Mee voy de aki\	0
3792	65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!	1
3793	@USER you better come visit me soon since I'm back home now!!	0
3794	I still don't understand why all of these freshman are such whores holy \ud83d\udca9	1
3795	@USER Not according to the ECHR who said it was inhuman &amp; degrading treatment which is pretty awful in itself. So you are directing your comments at the wrong person.	1
3796	Shoes are definitely my weakness @USER @USER	0
3797	Let's hold Ben's fucking placement exam score so he can apply for his classes in time. #IHateThisUniversity #BiggestShitShowEver	1
3798	@USER He looks sane	0
3799	I tried but if you cant see that then i dont what to say.	0
3800	Oh shit!!!!!!	1
3801	@USER @USER @USER @USER @USER Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.	0
3802	@USER @USER Cause she is not a democrat	0
3803	I'm taking @USER to the haunted hoochi this weekend \ud83d\ude1c\ud83d\ude18\ud83d\ude0a	0
3804	@USER aren't you supposed to be in the bed young lady?	0
3805	@USER it doesn't work trust me	0
3806	Felices 9 a\u00f1os de amistad, mamasita. Para la d\u00e9cada me vas a tener que llevar a un restaurante finoli! @USER	0
3807	No Strings Attach Thats What I Need	0
3808	@USER @USER typical fraud Casey move	1
3809	@USER \ud83d\ude11 just drive with us	0
3810	@USER @USER Love you Norm!	0
3811	I guess today is just a blowoff day	0
3812	Would love to be tanning right now. Yeah I'm aware it's 219am....it's been awhile ok	0
3813	@USER ill second that. And trust me I never doubted yyour knowledge of the rap culture, I'm just speaking for the General Public	0
3814	Temp: 75.9\u00b0F | Humidity: 99% | Wind: W @USER 0.0 mph | Barometer: 29.94 in | Dewpoint: 75.7\u00b0F	0
3815	I really do have a blessed life. We all do actually, just some of us don't take it for granted as much.	0
3816	@USER please draw stupid sexy nezha and nidus over the shoulder or something.	1
3817	@USER @USER @USER I hope it comes out like a curly fry	0
3818	But it don't matter	0
3819	@USER @USER @USER k8 u said practice not picture	0
3820	I hate @USER	0
3821	Just realized my last 3 tweets all end with \right now\ and now it's bothering me	0
3822	Hmmmmm ' yall mfer Aree LATEE !	0
3823	@USER knows exactly what I like \ud83d\ude09\ud83d\udc4d	0
3824	#ShowerFlow	0
3825	@USER \u03bc\u03b5 \u03b5\u03bd\u03b4\u03b9\u03b1\u03c6\u03ad\u03c1\u03bf\u03bd \u03b8\u03b1 \u03b5\u03be\u03ad\u03c4\u03b1\u03c3\u03c9 \u039a\u03cd\u03c1\u03b9\u03bf (confidant)\u03a0\u03c1\u03bf\u03b8\u03c5\u03c0\u03bf\u03c5\u03c1\u03b3\u03bf\u03c5 \u03a4\u03c9\u03bd \u0395\u03bb\u03bb\u03ae\u03bd\u03c9\u03bd. \u0398\u03ad\u03bb\u03c9 \u03bd\u03b1 \u03bc\u03ac\u03b8\u03c9 \u03c0\u03bf\u03c5 \u03c0\u03ad\u03c1\u03b1\u03c3\u03b5 \u03c4\u03b1 20 \u03c4\u03b5\u03bb\u03b5\u03c5\u03c4\u03b1\u03af\u03b1 \u03a7\u03c1\u03bf\u03bd\u03b9\u03b1, \u03b5\u03c1\u03b3\u03bf\u03b4\u03cc\u03c4\u03b5\u03c2	0
3826	Every day is a test!	0
3827	@USER read my text\ud83d\ude02\ud83d\ude02	0
3828	Took a 4 hour nap earlier &amp; I'm tired again, this is kicking my ass...I swear	1
3829	@USER never faaaails\ud83d\ude02\ud83d\ude02\ud83d\ude02 I immediately know a boys done pissed her off &amp; shut off her phone. \ud83d\ude02\ud83d\udc4c #ventsession #bffs	0
3830	Late night tweet. :-) what a great vacation with the in-laws.	0
3831	@USER \ud83d\udc4b heyy dink!	0
3832	I need a soulllja	0
3833	@USER nice. Me and mom were going shopping I thought. #GuessNot	0
3834	@USER @USER then he booked it out the window	0
3835	Yooo Wht Im Finna Eat When I Get Home.....!?	0
3836	@USER @USER lmao , whata coincidence!!!!	0
3837	"@USER @USER The racist excuse every time telling it like it is"" ""against being PC"" URL"	1
3838	What made you think that he couldn't find the door in the morning when he found that bed so easily in the dark.	0
3839	You only live once\	0
3840	Oomf lien	0
3841	Are spirm banks a real thing?	0
3842	I dnt have anything against Gay ppl at all~BUT y do it seems like its being PROMOTED~not by gays but by straight ppl! Hmmmm mayb they gay2	0
3843	Miss Dixie McCall was my inspiration to be a nurse, a dream I established at the age of 5. As a child, I clearly watched too much TV Land.	0
3844	I left my hair oil at tavon house shattt	0
3845	@USER @USER I had the good fortune of having her jump on a stickerwoman post a while back. She is a woman 😢  She tried to tell me that stickerwoman was a hate crime against Muslims ...🤔	0
3846	Ok so my vine got 2,000+ likes and revines bc of @USER \ud83d\ude33	0
3847	I wish amber was older so I can beat the fuck outo	1
3848	@USER he need to come out wit a next mixtape he bullshitting	1
3849	@USER someone's a loser..	1
3850	@USER He won't live long now	0
3851	@USER right. \ud83d\udc81	0
3852	Why did I get up at 730 this morning? #dead	0
3853	I get my braces off in 9 more days\u263a\ud83d\ude01 #EXCITED	0
3854	@USER smh haha of course you would say something like that \ud83d\ude33 and you better be kidding talking to me sorry like that on here	0
3855	@USER I think Jack is busy right now pushing the feds for their share of the $100-million museum project. Waiting for Liberals to suggest only they can deliver federal dollars.	0
3856	Season 1 episode 10 when Dexter remembers what happened to his mom \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d I can't right now......	0
3857	It's been too long	0
3858	Pappa burgers!\u2661	0
3859	Nothin like a cigarette and a dr pepper \ud83d\udeac	0
3860	I hope you're happy.	0
3861	@USER @USER If the NDP were to get 26% then @USER would win because the gains by both the NDP and PCs are directly from the Liberals. However I doubt the NDP get over 20%. I had Ches at the start but he performed really bad in the debates but then again there is a lot of ?s about 1/	0
3862	@USER @USER ..yay...WIN WIN WIN..have a safe trip!!	0
3863	@USER The shadow just gives me the creeps	1
3864	@USER been actin ovr funny	0
3865	Sucks to have long hair during the summer. But #longhairdontcare	0
3866	anybody gonna be at the mall today? \ud83d\ude0a	0
3867	@USER lol tru	1
3868	Gotta let the birds fly every once in a while #Hall	0
3869	Finally got a hair cut	0
3870	@USER best show ever\ud83d\ude0d	0
3871	Ugh... Back to working in 10 minutes. #TheGrindNeverStops #Ever	0
3872	@USER thankfully \ud83d\ude4c\ud83d\ude4f\ud83d\udc4f\ud83d\udc4f	0
3873	im so basic. ugh	0
3874	.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL	1
3875	Headed to the tat shop in a few	0
3876	"@USER @USER @USER And, of course, you exclude all but a select group of (primarily Northwestern) European and a few Asian countries from your any country"" list. Gun control has no positive correlation with lower homicide rates, even within cherry-picked Euro countries. URL"	0
3877	No matter how much long underwear + hand/foot warmers mom sent me with I'm feeling unprepared for all the snow I'm seeing on the ground..\ud83d\ude23\u2744\ufe0f	0
3878	@USER This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend	0
3879	I can't sleep meh \ud83d\udc4e	0
3880	Wow only 60000, that's nothing. If a famous person has that then you're nothing, get a Ferrari or something	0
3881	A lot of shits unfair but fuck it	1
3882	having a good hair day!\ud83d\udc81this must mean it's going to be a great day! #jobinterview	0
3883	@USER idek who to trust.	0
3884	@USER yea I would run right into a wall!!!haha\ud83c\udf7b\ud83c\udf79\ud83c\udf78\ud83c\udf7b\ud83c\udf78\ud83c\udf79\ud83c\udfc3\ud83c\udfc3\ud83c\udfc3	0
3885	We the only thing that matters	0
3886	I hate bus stops. HATE them. all the judgmental people staring at me when I drive by. IT'S NOT MY FAULT YOU DON'T HAVE A CAR OK.	1
3887	Woke up at 730 today, I was supposed to leave for work at 730....gonna be a rough day	0
3888	@USER @USER you love one piece? I couldn\u2019t tell by your icon.	0
3889	@USER Lord have mercy on that child's sanity.	0
3890	@USER I seriously just LOLed at that! All the deer are def gone from me now! #thanks	0
3891	@USER you need to do THIS and apologize Jesse just remember last week when she was so upset @USER	0
3892	@USER @USER @USER @USER we could work for Libby Points...	0
3893	Hate waking up early in the morning.	0
3894	@USER @USER Only if you want a murder charge. Stealing guns is already a felony. Shooting someone with their own gun is life in prison at best. There is just no way this ends well for whoever tries this. I honestly think this is a troll made by 4chan to get stupid antifa members shot/jailed.	1
3895	My bestie is Caucasian.	0
3896	@USER @USER cause Tuesday I work at noon so if we come back late I couldn't sleep in. And Thursday I work at night	0
3897	I've been doing way too much driving... #gas #miles	0
3898	@USER @USER @USER @USER @USER @USER @USER Whatever the rights and wrongs she HAS talked about it and written about it publicly so if she hadn’t sought or received help what are the people around her doing allowing her on such programmes as CBB &amp; LW? I think SHE has the final say and likes the large sums she is offered!	0
3899	You can't unlove	0
3900	04/02@16:00 - Temp 45.3F, WC 40.6F. Wind 8.9mph WNW, Gust 21.0mph. Bar 30.061in, Falling slowly. Rain 0.00in. Hum 30%. UV 2.8. SolarRad 615.	0
3901	I'm sorry but I've never heard something so stupid in my life	1
3902	The only things that'll be getting me through the school year is muskoka and flag	0
3903	@USER I trust in you!	0
3904	What. A. Day.	0
3905	Bout to be back in the gym	0
3906	@USER @USER @USER Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA	0
3907	@USER For me?!?! \u263a	0
3908	ms. brown I h8 u	0
3909	Jones pushing McCarron was the most contact a Bama player has seen all game	0
3910	@USER your twitter handle should be #lanceharbor. Second, why am I not holding you close in MIZZOU right now?	0
3911	remember that you can't always pick your friends, but you can always pick your nose! #latenightthoughts	0
3912	Just got the last pair of taxis :)	0
3913	Man they just don't build churches like they used to. #glory	0
3914	#SO to my chem professor for quoting Shakespeare in class #snaps	0
3915	Chupa la pene @USER	0
3916	@USER and you could come see me.... \ud83d\ude12	0
3917	@USER @USER @USER I think you have nailed it. She doesn't want to be under oath.#MAGA	0
3918	I miss my baby	0
3919	@USER hate girls that do that OMG like why	1
3920	@USER welcome to my life	0
3921	can't wait to be reunited with my best friends all together tonight \u263a\ufe0f\ud83d\udc96 @USER @USER	0
3922	Haha	0
3923	Why did i think tanning sounded like a good idea. Its hot as hell and its been 20 min.	0
3924	Apparently talking to you again was a mistake.	0
3925	Clean sweep of Pittsburg round one sounds pretty good #GoCards	0
3926	What a perfect game by the @USER tonight	0
3927	@USER lol me fighting? Never :p	0
3928	@USER you wasn't gone K' shit !!	1
3929	Life is about kicking ass, not kissing it.	1
3930	I would forget to put the lid on the blender	0
3931	@USER me too!!	0
3932	@USER atta boy	0
3933	@USER fr	0
3934	Do me a favor and do something with all that pride you got stuck up your ass.	1
3935	#PSMemories Crash. Always loved the story and the fact its so over the top, but its done in a cool way. Lets hope we see another game soon.	0
3936	@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons	1
3937	@USER S/o to my Nf	0
3938	It feels like fall right now I love it	0
3939	@USER @USER I don't even know who Jodi is.	0
3940	I run into walls and doors a lot	0
3941	Tyga's 187 mixtape already kills it, and I'm only on the second song.	0
3942	Me an Natalie lay in bed in silence and probs refreshing twitter singing thrift shop in our heads	0
3943	@USER love you 2\ud83d\ude0a	0
3944	@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!	0
3945	@USER just lately ;x lol I don't even know why D:	0
3946	Yes. I really am. #bejealous	0
3947	Wow...	0
3948	is that Noah	0
3949	Mathematically, the illuminati exists	0
3950	I guess I didn't know I could change someone like that	0
3951	\u3053\u3046\u304d\u304c\u4eca\u65e5\u306f\u3044\u3044\uff01	0
3952	Went to visit my niece for an hour at 5:30 ended falling asleep till 10 at my parents. I'm going to be up all night now....	0
3953	1 down, 4 to go.	0
3954	@USER you fuckin wish	1
3955	I'm not even half way through this day...	0
3956	Theo again! #Arsenal right back in it	0
3957	Quiero que seas mi ahora, mis ma\u00f1anas y mi por siempre.	0
3958	either my sister has exploding glitter diarrhea or shes just sprinkling glitter randomly on &amp; around the toilet...	0
3959	A girl who was super mean to me in HS asked me to do her wedding makeup tonight. I just wanted 2 say, \only if ur not still a total bitch\ \ud83d\ude12	1
3960	Gotta eat some breakfast and then I'm off to school real quick &gt;.&lt;	0
3961	Pandoras fucking up, I'm annoyed and just want to listen to good music.	1
3962	"@USER Wasnt it just recently that john brown gun club got kicked out of a shooting range for being antifa""?"""	0
3963	@USER yes I want to see u especially the one that always talking smack too me lol	1
3964	Some people just don't understand not to fckn bother me anymore, what makes you think ima write yo ass back! It's stupid!	1
3965	Well damn. Devan is gay. Guess I should adjust accordingly. \ud83d\ude2d #loveme	1
3966	@USER ik I'm counting the days	0
3967	@USER too bad I'll never know.	0
3968	@USER Freedom of speech is only if you agree with the Left	0
3969	@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness  she is a child and this officer could have handled this better. Sorry he needs to be fired	1
3970	\@TheFunnySayings: Interrupt my sleep and I'll interrupt your breathing.\ @USER	0
3971	@USER maybe it's just you, not what team you're wearing	0
3972	@USER @USER I don't live in the US so maybe that is one reason why i don't know who she is 💀	0
3973	@USER Lmfaoo! 😭 bitch	1
3974	Don't know if I can continue to be down for these ppl if they not down for me	0
3975	Woke up feeling like shit about this test yesterday. Smh	1
3976	@USER The one thing mr Morrison has achieved is to demonstrate how unsuitable he is to the role.	0
3977	i want you so bad you angry thing	1
3978	More bad news for Democrats 👇 #MAGA 🇺🇸 URL	0
3979	@USER He just declassified FISA court info on Carter Page. He is a danger to 🇺🇸security. Loose lips sink ships is his motto	0
3980	@USER @USER @USER What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!	1
3981	Ohh man\n\nOhhoh\n\nThe rooms spinnin\nThe rooms spinnin\nPat? Zule?\n\nOh fuck\n\nOhhhhhh my god\nWhy did I drink so much and smoke so much . . \n\nOhh	1
3982	Lights came back on. Darn :(	0
3983	@USER @USER oh I don't text cause no friends \ud83d\ude02 so save money \ud83d\ude4c	0
3984	Man I wish twitter was poppin right now	0
3985	I'm still in love with you and I'm willing to wait even if its an impossible	0
3986	Back to back episodes	0
3987	@USER I can't. I work. \ud83d\udc94\ud83d\ude14	0
3988	Love it when the baseball games are intense.\n\ud83d\udc4c\u2764\u26be\ud83d\ude01	0
3989	\u201c@imdanielpadilla: Sabay natin..\u201d na.. :))	0
3990	The conversation me and chris had last night at McDonald's was so glorious	0
3991	So grateful to have @USER \u2764	0
3992	I'm beyond depressed that this is the last of football for months :'(	0
3993	Why is it cold out! I didn't sign up for this..	0
3994	Fuck is my beard at son lol	1
3995	@USER @USER @USER You can compare any two countries you like and you’ll always find the one with stricter gun control has a lower murder rate with no pattern in democratic freedoms.	0
3996	I like effing with people it is so fun.	1
3997	@USER you are not the true Columbia Bugle. Gfy	0
3998	@USER I read this thing about her that it's photoshopped or she stuffs her pants or some shit	1
3999	Dime con quien te juntas, y te dir\u00e9 qui\u00e9n eres. Adi\u00f3s chusma!	0
4000	Thought my eyes where little balls of lava this morning, turns out I slept in contacts. Least I know why my dream was so clear.	0
4001	\@UnusuaIFactPage: Sarcasm is a brain stimulant. Both using and or hearing it can be beneficial to mental and physical health.\	0
4002	Oh the things you find out on the World Wide Web. #gofigure #hilarious \ud83d\ude02\ud83d\ude02	0
4003	Cole's new sneakers \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	0
4004	It is way to early to be up. Fml	0
4005	Manhattan Liberals Bus North to Campaign for Dem Congressional Candidate via @USER URL #college #MAGA #DonaldTrump	0
4006	Drunk &amp; seeing da stars. \u2b50\ufe0f	0
4007	@USER @USER only because I ball so hard mother fucka's wanna sue me	1
4008	@USER @USER Lmaoo	0
4009	@USER The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well. Pathetic. We know he has his faults no-one is perfect but save your attacks for the likes of Corbyn and Antifa. If you don't like Tommy stay away from him!	0
4010	Waking up to Full House on TV. Best show ever!!!	0
4011	"@USER i think she and her team imagined it all and now she is a victim in hiding from her abuser"". Kavanaugh and his family, friends ever imagined it, never."""	1
4012	I'm well experienced in dating douchebags so I could go on for hours	1
4013	@USER homme de la maison... seuw nan universit\u00e9 deja?	0
4014	@USER I must say I loved the #EJami scene on the couch today! Cuddling, celebrating &amp; doing the evil laugh!!! Lol #days	0
4015	Colby's a d bag	0
4016	Seriously who just sits in a flower field? Come on movies.	0
4017	@USER let's do it!! I have so many cute Pinterest stuff we can do \u263a	0
4018	Work soon, then a nice ride on the bike with my hubby after (:	0
4019	@USER Me estoy fucking alterando	1
4020	Francis Chan speaking at @USER Looks like I'll be at church twice this weekend. Can't miss him or @USER at @USER	0
4021	@USER you just blew my mind	0
4022	@USER @USER @USER @USER @USER Agreed and what I’m saying too.	0
4023	@USER  @USER  @USER   WE THE PEOPLE DEMAND AN INVESTIGATION OF        keith ellison!! #MAGA URL	0
4024	Yup, can't walk. Legs = wrecked	0
4025	I just make myself laugh way more than a normal person	0
4026	@USER liberals got to crap all over everything.	1
4027	just karli \n\@thisislogann: Kenzie and Karli are the GOAT\	0
4028	@USER lo que daria por volver a ser estudiante de la Patria otra vez :')	0
4029	@USER room	0
4030	The last time I was on a dattco coach bus I met my ex boyfriend #goodtimes	0
4031	oomf shouldn't be saying that \ud83d\ude02	0
4032	Just rendering my final film to be screened in 11 minutes! Why do I do this? Reminds me of handing in coursework to @USER 10 yrs ago!	0
4033	@USER not to much bud, stalking your tweets \ud83d\udc40 hiiiiii	0
4034	\Dedicated not obsessed\ nigga we are obsessed.	0
4035	@USER it's funny, cause you're thinking something that isn't actually true at all..	0
4036	\u201c@FactsInYourFace: People getting only 6 to 7 hours of sleep every night have a longer life expectancy than those who sleep 8 hours.\u201d Win!	0
4037	#fake10factsaboutme I love Sockdick, Sockhead, and everyone else with the name sock before a word because they are beautiful people.	0
4038	Let me Mack real quick \ud83d\ude02	0
4039	@USER yes	0
4040	I wish I could be a LITTTTLE less annoyed right now..#wtffff	0
4041	@USER @USER me next time	0
4042	It's beer:30 at @USER This boy needs a nitro stout!	0
4043	@USER thrash metal trash day?	1
4044	Boom	0
4045	@USER @USER @USER She is still on there for now.	0
4046	@USER seriously\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d I thought they said any waaaay you want	0
4047	Penny is telling me about guys I shouldn't talk to and he goes \this is luke bryan shit\ and pushes a salt pepper shaker away... #oh	1
4048	@USER @USER Yep he is...Somebody is going down..@USER may finally be exposed.	0
4049	.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL	1
4050	I wanna play some ball	0
4051	Feed your dreams and starve your fears	0
4052	So like where am I going to live when I get back to Michigan?	0
4053	@USER same dates 24th-30th	0
4054	My boyfriend is meeting the Layton's tomorrow.... \ud83d\ude2c\ud83d\ude33\ud83d\ude48	0
4055	@USER \ud83d\udc4d	0
4056	I'm reading the asks @USER gets and I'm laughing at the fact people think @USER is fake. She isn't. They're happy, fuck off.	1
4057	@USER Drinks for dad and Ditka. \ud83d\ude0a	0
4058	@USER love you al	0
4059	@USER Hey Serena...don’t do me any favors.  Women can take care of themselves.  Just hit your tennis balls and take care of your family.	0
4060	@USER get ready to see @USER @USER @USER and ME tomorrow!!\ud83d\udc99\ud83d\ude0d	0
4061	@USER so all of your friends tweeted the same thing at the same time?? #cray \ud83d\ude1b	0
4062	@USER love you too !	0
4063	@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL	0
4064	Everybody is going home this weekend. Wish I was.	0
4065	Xbox one #broooiiich	0
4066	I hate to think that all you have of me is a memory	0
4067	Very bored and slighty depressed	0
4068	Fantasia did a great show but I'm bout to act a plum fan fool for @USER This setup is taking forever!!!	1
4069	Help #stilldrunk	0
4070	Going to dye my hair pretty soon :)	0
4071	\u201c@UberFacts: Sperm cells actually have a sense of smell.\u201d like who figures this shit out and why \ud83d\ude37	1
4072	Living vicariously through everyone's pictures and vines of Bowlegs	0
4073	@USER @USER @USER She is now in zim from Midrand  let's wait and see	0
4074	@USER @USER I will always be cruising to Bray Wyatt for you no matter what he is a good man like you and your brother	0
4075	@USER looks good! Ill be over in a bit lol	0
4076	@USER Cmon Eddie. There is no reason at all for you to be so rude. If I recall you are always begging for her back when you guys stop talking. Stop trying to make it seem like she’s a horrible person and you’re this amazing guy...lmfao	1
4077	i actually hate you. please leave	0
4078	@USER we be makin Sam jealous and hott	1
4079	@USER we play Wayne bro! At Wayne thoooo but go	0
4080	Movie binge begins now. Excited to see Bruce Dern in #Nebraska.	0
4081	Holy shit that was thunder right now I thought my neighbor was bringing in there trash bins	1
4082	Sleeping all day\ud83d\ude34	0
4083	I'm bored as shit	1
4084	@USER She is perfect in every way!!!	0
4085	@USER Flat out clown....bottom  Line is that you're out and America is back!!  you were a sellout to the country ...look in the mirror who's the 8 year old..	1
4086	I had a new years kiss once. I was about 14 &amp; it was with an ugly boy I met at our hotel right after he kissed my sister :^)	0
4087	I miss baseball.	0
4088	@USER ha yeah it's creepy af at night	1
4089	@USER whatever \ud83d\ude12	0
4090	@USER Bruins will be fine. Just gotta stay out of the box.	0
4091	That awkward moment when our boss asks you \how is everything going?\, and you want to answer.. Well my life is 50 shaded of fucked up.	1
4092	if you can forgive and forget why be in it !	0
4093	@USER @USER He is delusional.	1
4094	@USER I do	0
4095	If you want to be great, you need to visit great places and meet great people.	0
4096	Why are you all talking about school what the fuck is wrong with you	1
4097	@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol	1
4098	@USER well you know we have very different types. There aren't a lot of yachts around here... \u2693	0
4099	@USER spread those butt cheeks on my face!	1
4100	@USER so does that mean I'm strong	0
4101	@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!	1
4102	@USER whaaaat!	0
4103	Fuck yall mad at me for? Ion give a fuck watchu been thru.	1
4104	@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly	1
4105	@USER try hard. \ud83d\ude80	0
4106	\u00bfIdiota? Idiota es el que deja lo que ama por lo que le gusta.	0
4107	Moes withhhhhh matttt	0
4108	Plus I just got called \some bitch.\ This bitch's ass is staying planted in her bed for the rest of the night.	1
4109	I seriously saw everyone last night!!	0
4110	I love the song \Wicked Games\ \ud83d\udc6f	0
4111	@USER haha!! \ud83d\ude12 so sad.. Ima commit suicide lol..	0
4112	I'm not sure if I'm more mad or more upset.	0
4113	Finally summer is here. Let's fuckin rage	1
4114	@USER both of us	0
4115	Water spiders are seriously the WORST cause they're 100x bigger than normal spiders and you can't drown them \ud83d\ude2d\ud83d\ude48	1
4116	@USER baby I'm so sorry about your loss. I love you and your momma so much. If you need me, I'm always here.	0
4117	Im feeling a little under the weather today #NotAtMyBest	0
4118	Today Zane compared the government to God	0
4119	@USER oh. Uhhhh we could go Thursday and Friday!!!	0
4120	"@USER @USER Whenever I see Get out there and vote"" it makes me think liberals are trying to rally their voters because @USER historically have much lower turnout numbers than @USER ers. Then I see it is about Asians and think to myself ""Hell they just might vote Republican!"" :-p"""	0
4121	dododoo adadadaa	0
4122	@USER I already do	0
4123	@USER @USER we will stand in a corner and cry	0
4124	Mine dun fucked up on me, I hate dis Shyt!	1
4125	@USER As Catholics RUN from Parrishes	0
4126	@USER @USER Apparently conservatives are now automatically guilty of any crime or assault that shows up from no where at the last possible minute. We are no longer presumed innocent until proven otherwise.	0
4127	@USER @USER Horrendously sad that we all know who “he” is.   It gives me no joy to know I’m smarter than the president.	0
4128	@USER @USER is inciting VIOLENCE towards Twitter Accounts that support POTUS. He has made lists for Antifa and ?  Please respond.	0
4129	My typical Monday night includes calculus homework and watching @USER	0
4130	When my family lies to me &lt;&lt;&lt; #thanksguys	0
4131	@USER I understand that	0
4132	@USER joan is playing 4 characters this season all the way up to episode 6 so far.. pretty sure she is a main	0
4133	@USER wya	0
4134	@USER still	0
4135	@USER No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads.	1
4136	Now if Timberlane could play just like Canada did \ud83d\ude4f\ud83d\ude4f	0
4137	@USER @USER Yeah he is	0
4138	Gravity dabs	0
4139	Thanksgiving? Time to throw on the Dez Bryant Thanksgiving jersey! Happy Thanksgiving, everybody. I'm thankful just to be breathing.	0
4140	Drake is just so perfect	0
4141	Pretty shitty pp only had that one chance	1
4142	I already hate today.	0
4143	I kind of want to light up before work today	0
4144	I have to stop dwelling on my past.	0
4145	go somewhere	0
4146	Move-in day and Throwback Thursday on Thursday. How will I even cope	0
4147	block schedule will be the death of me.	0
4148	Lexi just go to peep damn lol	1
4149	Good morning twitter fam	0
4150	I think Jessica is pretty	0
4151	Also, I feel like I bring crafty to a whole new level. I didn't have an ion for an iron on, so I used my curling wand. #smh	0
4152	@USER what in football ?	0
4153	The days drag on, but the years fly by.	0
4154	@USER Why so sad.. Cheer up! \ud83d\ude12\ud83d\ude23 Or else I'll have to \ud83d\udd2a someone \ud83d\ude02	0
4155	#myhumps	0
4156	@USER in hockey?	0
4157	Who wants to go to Indianapolis Saturday for game 6 of the Heat/Pacer series?	0
4158	He so fuckin fine fuck	1
4159	The modern time O.J. Simpson is... Oh, you guessed it.. @USER	0
4160	Marina \u00e9 uma deusa	0
4161	@USER David stop it with your logical connections.... True journalists like you are not in vogue..	0
4162	@USER wtf	0
4163	If you don't know my past then you have no right to judge my past.	0
4164	@USER @USER @USER @USER He looks like a Antifa dude. Dude.	0
4165	@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn	0
4166	@USER yes	0
4167	@USER After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!!	1
4168	@USER We need to name and shame these people. Ive a fb group which i expose antifa. Hnh etc.   URL	0
4169	@USER we're soulmates	0
4170	I'll make em feel like ah kid....Headboard Banging! #FAN	0
4171	See when your in bed before 10 that's when you need people to text.	0
4172	\ud83d\ude01\ud83d\ude01\ud83d\ude01	0
4173	@USER well that's the exception ..only if she's causing a problem, but if she's moved on there's no reason	0
4174	A random surge of appreciation from friends this past week. Makes me feel like I'm doing something right. Thanks everyone.	0
4175	Welcome back @USER ! Hahaha	0
4176	@USER @USER haha I would be to \ud83d\ude09	0
4177	Getting bullied by a 3 year old, whateva	1
4178	@USER ...our struggle is real	0
4179	@USER luckily I have no problems hanging in what my wife calls our \Hobbit Hole,\ cooking, drinking, writing &amp; reading. Ahhh...	0
4180	@USER smh no voz	0
4181	@USER @USER If we don’t “get rid” of moonbeam he will sink our state into the pacific!! #2020MAGA	0
4182	my boy is visiting in one week legggoo @USER	0
4183	@USER @USER No.  No it’s not.  Well maybe in deep blue lib controlled CA with some of the strictest gun control laws in the nation which doesn’t apply the law to illegals.	1
4184	I am open minded	0
4185	don't NOBODY Wanna watch this boring ass movie dawg !	1
4186	@USER @USER @USER You are neither authority nor arbiter. Have a seat.	0
